"id","owner_id","card_type","i_card_type","name","japanese_name","character","i_character","rarity","i_rarity","weapon","i_weapon","obtain_method","image","special_icon","art","special_front","front_top","front_bottom","front_name","front_rarity","front_weapon","transparent","subcard_effect","hp_1","sp_1","atk_1","def_1","hp_50","sp_50","atk_50","def_50","hp_70","sp_70","atk_70","def_70","skill_name","japanese_skill_name","skill_SP","skill_range","skill_affinity","i_skill_affinity","action_skill_effects","skill_comment","skill_preview","action_skill_combo","evolved_action_skill_combo","action_skill_damage","evolved_action_skill_damage","nakayoshi_title","japanese_nakayoshi_title","nakayoshi_skill_requirement","nakayoshi_skill_effect","nakayoshi_skill_target","evolved_nakayoshi_skill_requirement","evolved_nakayoshi_skill_effect","evolved_nakayoshi_skill_target","charge_comment","charge_damage","charge_hit","charge_name","charge_range"
"355","1","normal","0","【After Bath】 Miki","【湯上がり】みき","みき","1","★★★★","3"," 槍","3","Limited Gacha: Steaming Water Event Gacha 2","hoshimori/static/uploaded/c/icon/Card_19046_s.png","","hoshimori/static/uploaded/c/art/Card_19046.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_01_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_4.png","","false","1400","579","1100","915","2666","1261","2407","2000","3000","1440","2750","2285","","ヘアブラシ・コライド","252","Enemy tracking medium range","無視武器屬性","1","与ダメージ25％ダウン（秘密のレッスン前：10秒間、秘密のレッスン後：5秒間）","3回攻撃ただし、与ダメージdown（短）
武器相性無視
少女は思った。一撃でダメなら、何回も叩けばいいと","hoshimori/static/uploaded/c/skill/miki_yuagari.gif","13","13","Approx. 13.4 times x3","Approx. 15 times x3","","美肌になれるかな","Remaining time less than or equal to 90s","Attack Power +10%","Miki","Remaining time less than or equal to 60s","Attack Power +10%","Miki","","","","",""
"761","1","normal","0","【Hoshimori Maid】 Anko (Memories Reprint)","【星守メイド】あんこ(メモリーズ復刻)","あんこ","7","★★★★","3"," 劍","0","Limited Gacha: Hoshimori Memories Gacha Part 1","hoshimori/static/uploaded/c/icon/Card_78020_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_SubCardSkill_Memories_01.png","hoshimori/static/uploaded/c/art/Card_78020.png","hoshimori/static/uploaded/c/art/special/Card_fr_SubCardSkill_Memories_01.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_07_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_1.png","","true","1453","427","993","1259","2768","935","2172","2753","3114","1070","2482","3147","","クラムシーガール＋","172","Front straight line3 direction","無視武器屬性","1","自分のHP20％回復","前方3方向攻撃＋HP回復
武器相性無視
不器用ながらも一生懸命にケーキを作り上げる","hoshimori/static/uploaded/c/skill/anko_hoshimorimaid.gif","13","13","Approx. 13 times x3","","","努力の結晶","","Combo Damage +20%","Year 3 Students","","Combo Damage +20%, Damage +8%","Year 3 Students","","","","",""
"99","1","normal","0","【Maid】 Anko","【メイド】あんこ","あんこ","7","★★★★","3"," 槌","2","Regular Gacha and Card Clearinghouse","hoshimori/static/uploaded/c/icon/Card_70020_s.png","","hoshimori/static/uploaded/c/art/Card_70020.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_07_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","false","1900","232","803","856","3440","510","1754","1874","3850","583","2014","2142","","クラムシーガール","140","Front straight lines in three directions","無視武器屬性","1","自分のHP回復20％","前方3方向攻撃＋HP回復
武器相性無視
不器用ながらも一生懸命にケーキを作り上げる","hoshimori/static/uploaded/c/skill/anko_maid.gif","13","13","Approx. 3.9 times x3","","","一生懸命","","Attack Power +5%","Spear, Hammer","","Attack Power +7%","Spear, Hammer","","","","",""
"21","1","normal","0","【Gym Uniform】 Kurumi","【体操服】くるみ","くるみ","6","★★","1"," 槌","2","Regular Gacha","hoshimori/static/uploaded/c/icon/Card_60013_s.png","","hoshimori/static/uploaded/c/art/Card_60013.png","","","","","","","","false","1294","190","624","594","1917","320","1050","1000","2588","460","1510","1438","","アイスブロー","71","Front small range","","0","","前方の敵を範囲攻撃
衝撃で吸熱反応を起こし、氷柱に敵を閉じ込める","","9","9","Approx. 5 times","","","びっくりサプライズ","","Attack Power +2%","Year 2 Students","","","","","","","",""
"301","1","sub","2","【Subcard Only】 Chuuuuu♡Lip (Logo)","【サブカ専用】Chuuuuu♡Lip(ロゴ)","ミシェル","13","★★★★","3"," 劍","0","Idol support campaign","hoshimori/static/uploaded/c/icon/Card_138051_s.png","","hoshimori/static/uploaded/c/art/Card_138051.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_13_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_1.png","","false","400","800","750","800","2000","1000","2050","1600","4000","1400","2550","2000","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"715","1","normal","0","【2nd Memorial】 Nozomi","【2ndメモリアル】望","望","4","★★★★","3"," 槍","3","Permanent Gacha: 'Hoshimori Gacha'2017/04/04 15:00 ~ 05/30 14:59 (UTC+9)","hoshimori/static/uploaded/c/icon/Card_40072_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_SubCardSkill.png","hoshimori/static/uploaded/c/art/Card_40072.png","hoshimori/static/uploaded/c/art/special/Card_fr_SubCardSkill.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_04_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_4.png","","true","1597","615","1090","1002","3042","1341","2384","2193","3423","1530","2725","2505","","フォクシーキティ","286","Front straight line long range +  rear short range","無視弱勢","2","敵に劇毒の蓄積値","9回攻撃＋稀に劇毒1秒
苦手無視
カワイイ女の子にはツメがある……なんてね♪","hoshimori/static/uploaded/c/skill/nozomi_2ndmemorial.gif","13","13","1.5 times x8 + 23.4 times","1.5 times x8 + 28.71 times","","魅惑のまなざし","After 10 combo","Damage +10%, SP +12%","Everyone","After 5 combo","Damage +15%, SP +12%","Everyone","","","","",""
"209","1","normal","0","【Hoshimori Maid】 Kaede","【星守メイド】楓","楓","12","★★★★","3"," 槍","3","Limited Gacha: Hoshimori Maid Gacha","hoshimori/static/uploaded/c/icon/Card_129020_s.png","","hoshimori/static/uploaded/c/art/Card_129020.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_12_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_4.png","","false","1377","424","936","941","2622","924","2050","2057","2950","1055","2342","2350","","クックパニック＋","200","Front straight line","無視武器屬性","1","","前方直線上に多段攻撃
武器相性無視
使い方のわからない器具を、彼女は武器にする","hoshimori/static/uploaded/c/skill/kaede_hoshimorimaid.gif","13","13","Approx. 1.3 times x8 + approx. 23 times","","","ご、ご主人さま……","","Attack Power +4%, Combo Damage +10%","Year 2 Students","","Attack Power +5%, Combo Damage +15%","Year 2 Students","","","","",""
"400","1","normal","0","【Hoshimori Maid】 Nozomi (Reprint)","【星守メイド】望(復刻)","望","4","★★★★","3"," 矛","1","Limited Gacha: July 07 Birthday Event Gacha","hoshimori/static/uploaded/c/icon/Card_49020_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_BirthDay2016_13_02.png","hoshimori/static/uploaded/c/art/Card_49020.png","hoshimori/static/uploaded/c/art/special/Card_fr_BirthDay2016_13_02.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_04_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_2.png","","false","2142","379","960","489","4088","817","2100","1070","4600","933","2400","1223","","ローリングケーキ","170","Front straight line","無視武器屬性","1","","前方の敵を攻撃
武器相性無視
回転するロールケーキが敵をも巻き込む","hoshimori/static/uploaded/c/skill/nozomi_hoshimorimaid.gif","13","13","Approx. 3 times + approx. 26 times","","","メイドの風格","","Damage +10%","Year 2 Students","","Damage +10%, Combo Damage +15%","Year 2 Students","","","","",""
"837","1","normal","0","【New Uniform】 Sadone","【新制服】サドネ","サドネ","16","★★","1"," 矛","1","Regular Gacha (After 2017/06/20 15:00)","hoshimori/static/uploaded/c/icon/Card_160080_s.png","","hoshimori/static/uploaded/c/art/Card_160080.png","","","","","","","","false","837","461","791","420","1239","775","1331","709","1673","1114","1914","1020","","メタルアーマー","146","Self","","0","約15秒間、被ダメージ約0.75倍","使用者の被ダメージをダウン
周囲に薄い空気の層を展開して、ダメージを軽減する","","10","10","","","","みんなとおそろい","","SP +4%","Everyone","","","","","","","",""
"159","1","normal","0","【Arcade Queen】 Anko","【ゲーセンクイーン】あんこ","あんこ","7","★★★★","3"," 槌","2","Limited Gacha (Until 2015/09/30 14:59)","hoshimori/static/uploaded/c/icon/Card_70019_s.png","","hoshimori/static/uploaded/c/art/Card_70019.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_07_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","false","1718","300","914","836","3272","656","2000","1828","3681","750","2285","2089","","プロゲーマーあんこ","150","All directions small range","無視武器屬性","1","","敵を中心に10回連続攻撃
武器相性無視
彼女はゲームと現実の境界を越えている……","hoshimori/static/uploaded/c/skill/anko_progamer.gif","13","13","Approx. 2.3 times x10","","","余裕でした","After 10 combo","Attack Power +4%","Everyone","After 10 combo","Attack Power +5%","Everyone","","","","",""
"317","1","normal","0","【Starsuit Flora】 Haruka","【星衣フローラ】遥香","遥香","3","★★★★","3"," 矛","1","Permanent Gacha: 'Part 2 Story Gacha","hoshimori/static/uploaded/c/icon/Card_30044_s.png","","hoshimori/static/uploaded/c/art/Card_30044.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_03_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_2.png","","false","1871","486","1000","800","3572","1050","2188","1749","4019","1199","2500","2000","","スタッブ・ランス","199","Front straight line","無視武器屬性","1","10秒間、得意or苦手発動時与ダメージ2倍","突進攻撃＋直線攻撃＋相性UP（短）
武器相性無視
恐れずに相手を真っ直ぐ見ることで、正確に突き抜く","hoshimori/static/uploaded/c/skill/haruka_flora.gif","13","13","Approx. 9 times + approx. 15 times","Approx. 9 times + approx. 18.6 times","","みんなが大事なんです","Remaining HP more than or equal to 75%","Damage +10%, Movement Rate +(M)","Everyone","Remaining HP more than or equal to 50%","Damage +10%, Movement Rate +(L)","Everyone","","","","",""
"4","1","normal","0","【Winter Uniform】 Nozomi","【冬制服】望","望","4","★","0"," 矛","1","Part 1 Chapter 2 Story 10-1","hoshimori/static/uploaded/c/icon/Card_40011_s.png","","hoshimori/static/uploaded/c/art/Card_40011.png","","","","","","","","false","1300","160","550","400","1733","240","825","600","","","","","","龍閃槍","66","Front small range","","0","","前方の敵を連続攻撃
オーラを槍にまとい、敵を突き崩す","","9","9","2 times x2","","","ファッションチェック","","Attack Power +1%","Everyone","","","","","","","",""
"350","1","normal","0","【Bathing】 Sakura","【入浴】桜","桜","10","★★★★","3"," 槌","2","Limited Gacha: Steaming Water Event Gacha 2","hoshimori/static/uploaded/c/icon/Card_100046_s.png","","hoshimori/static/uploaded/c/art/Card_100046.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_10_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","false","1793","440","1039","929","3416","963","2274","2032","3843","1100","2599","2200","","激泉まんじゅう・猛攻","192","Around enemy medium range","無視武器屬性","1","15秒間、与ダメージ50％アップ&被ダメージ50％ダウン","2回攻撃＋与ダメ大幅UP＆被ダメ大幅down
武器相性無視
この温泉まんじゅうが力をくれる……と思わせてくれる","hoshimori/static/uploaded/c/skill/sakura_nyuyoku.gif","13","13","Approx. 9 times x2","Approx. 10.35 times x2","","ここは極楽じゃな","Remaining HP less than or equal to 50%","Damage +10%, SP +12%","Everyone","Remaining HP less than or equal to 75%","Damage +15%, SP +12%","Everyone","","","","",""
"270","1","normal","0","【Valentine '16】 Renge","【バレンタイン’16】蓮華","蓮華","8","★★★★","3"," 矛","1","Limited Gacha: Sweet Choco Event Gacha","hoshimori/static/uploaded/c/icon/Card_80043_s.png","","hoshimori/static/uploaded/c/art/Card_80043.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_08_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_2.png","","false","2165","380","928","611","4133","819","2031","1336","4650","936","2320","1528","","スキャッターデイ","140","Front small range","無視武器屬性","1","吹き飛び無効（5秒）","前方の敵を攻撃＋吹き飛び無効（極短）
武器相性無視
ばらまかれたチョコの中に、真実の愛が一つ隠れている","hoshimori/static/uploaded/c/skill/renge_Valentine.gif","7","7","Approx. 16 times","Approx. 18.4 times","","黄昏チョコレート","","SP Consumption -10%, Combo Damage +20%","Spear, Spear","","SP Consumption -15%, Combo Damage +30%","Spear, Spear","","","","",""
"210","1","normal","0","【Hoshimori Maid】 Michelle","【星守メイド】ミシェル","ミシェル","13","★★★★","3"," 矛","1","Limited Gacha: Hoshimori Maid Gacha","hoshimori/static/uploaded/c/icon/Card_139020_s.png","","hoshimori/static/uploaded/c/art/Card_139020.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_13_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_2.png","","false","1886","370","969","709","3599","798","2120","1549","4050","912","2422","1772","","ラブ・フォー・ユー＋","180","All directions medium range","無視武器屬性","1","","周囲の敵を攻撃
武器相性無視
彼女の愛を受け入れるためには犠牲を払う必要がある","hoshimori/static/uploaded/c/skill/mimi_hoshimorimaid.gif","13","13","Approx. 25 times","","","あ〜んして♪","","Attack Power +5%","Year 2 Students","","Attack Power +5%, Damage +8%","Year 2 Students","","","","",""
"522","1","normal","0","【Bathing】 Anko (Reprint)","【入浴】あんこ(復刻)","あんこ","7","★★★★","3"," 劍","0","Limited Gacha: November 01 Birthday Event Gacha","hoshimori/static/uploaded/c/icon/Card_77046_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_BirthDay2016_13_02.png","hoshimori/static/uploaded/c/art/Card_77046.png","hoshimori/static/uploaded/c/art/special/Card_fr_BirthDay2016_13_02.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_07_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_1.png","","false","1396","484","1081","1180","2660","1058","2362","2581","2992","1210","2700","2950","","シャンプーショット","161","Around enemy medium range","無視武器屬性","1","敵に毒の効果","敵を中心に3回攻撃＋毒
武器相性無視
弾丸と化したシャンプーが相手を根こそぎ浄化する","hoshimori/static/uploaded/c/skill/anko_nyuyoku.gif","13","13","Approx. 8 times x3","Approx. 9.2 times x3","","長湯もいいわね","Remaining time less than or equal to 90s","Attack Power +10%","Anko","Remaining time less than or equal to 60s","Attack Power +10%","Anko","","","","",""
"436","1","normal","0","【After Bath】 Kurumi","【湯上がり】くるみ","くるみ","6","★★★★","3"," 劍槍","5","Limited Gacha: Steaming Water Event Gacha 3","hoshimori/static/uploaded/c/icon/Card_69046_s.png","","hoshimori/static/uploaded/c/art/Card_69046.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_06_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_6.png","","false","1350","396","980","1241","2571","866","2145","2714","2892","990","2450","3100","","ビューティクローサー","216","All directions medium range","無視武器屬性","1","10秒間、吹き飛び無効＆雷付加","攻撃後、吹き飛び無効＆落雷付加（短）
武器相性無視
この美容オイル、お花の香りがしてるのでオススメです","hoshimori/static/uploaded/c/skill/kurumi_yuagari.gif","13","13","22 times","25.3 times","","肩がこっちゃうので","","Attack Power +6%, Damage +8%","Gunblade","","Attack Power +7%, Damage +10%","Gunblade","","","","",""
"893","1","normal","0","【Bunny】 Anko (Anime Commemoration Reprint)","【バニー】あんこ(ｱﾆﾒ記念復刻)","あんこ","7","★★★★","3"," 杖","4","Anime Airing Commemoration Gacha 'Tsubuzaki Anko'","hoshimori/static/uploaded/c/icon/Card_79057_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_AnimeStart.png","hoshimori/static/uploaded/c/art/Card_79057.png","hoshimori/static/uploaded/c/art/special/Card_fr_AnimeStart.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_07_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_5.png","","false","1749","715","1032","700","3143","1563","2258","1532","3400","1786","2580","1750","","ラックカムズオーバー","312","Around enemy medium range","無視武器屬性","1","10秒間、パーティ全員のスキルダメージ100％アップ","攻撃＋マヒ＆被ダメ大UPエリア（短）＋スキル強化（全、短）
武器相性無視
来ると強く信じれば、幸運はきっと訪れてくれる！","hoshimori/static/uploaded/c/skill/anko_bunny.gif","13","13","18 times","20.7 times","","ドキドキが止まらない","","Attack Power +7%, Damage +6%","Rod","","Attack Power +8%, Damage +8%","Rod","","","","",""
"751","1","extra","1","【Sleepwear】 Itsuki","【寝間着】樹","樹","102","★★★★","3"," 槍","3","Permanent Gacha: 'Part 3 Gacha","hoshimori/static/uploaded/c/icon/Card_1020075_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_Extra.png","hoshimori/static/uploaded/c/art/Card_1020075.png","hoshimori/static/uploaded/c/art/special/Card_fr_Extra.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_102_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_4.png","","false","1849","672","1272","1108","3523","1463","2781","2424","3964","1669","3177","2769","","カウントレス・シープ","211","Front medium range","無視武器屬性","1","15秒間、状態異常無効","8回攻撃＋状態異常無効
武器相性無視
羊が8匹、10匹……あ、あら？　いくつ数えたかしら","hoshimori/static/uploaded/c/skill/itsuki_nemaki.gif","13","13","8.36 times x8","","","寝る前のお手入れ","","Attack Power +6%, Bullets +3","Everyone","","","","前方の敵を攻撃（弾数で攻撃回数が変化）","Approx. 3.6 times","Number of bullets x1","ルミナス・ブラスト","Front straight line"
"553","1","normal","0","【After Bath】 Sadone (Reprint)","【湯上がり】サドネ(復刻)","サドネ","16","★★★★","3"," 杖","4","Limited Gacha: December 07 Birthday Event Gacha","hoshimori/static/uploaded/c/icon/Card_167046_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_BirthDay2016_13_02.png","hoshimori/static/uploaded/c/art/Card_167046.png","hoshimori/static/uploaded/c/art/special/Card_fr_BirthDay2016_13_02.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_16_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_5.png","","false","1709","580","1112","732","3070","1268","2433","1601","3321","1450","2780","1830","","つめあわせ石鹸のあめ","252","Around enemy medium range","無視武器屬性","1","","多段攻撃
武器相性無視
たくさんの石けんがいっぱいおちてきて、あめみたい！","hoshimori/static/uploaded/c/skill/sadone_yuagari.gif","13","13","Approx. 1.5 times x9 + approx. 10 times","Approx. 1.5 times x9 + approx. 13.7 times","","転んで、イタイ……","Remaining time less than or equal to 90s","Attack Power +10%","Sadone","Remaining time less than or equal to 60s","Attack Power +10%","Sadone","","","","",""
"150","1","normal","0","【Plain Clothes 2】 Subaru","【私服2】昴","昴","2","★★","1"," 劍","0","Hoshimori Test - Mysterious Irous Interaction -","hoshimori/static/uploaded/c/icon/Card_20015_s.png","","hoshimori/static/uploaded/c/art/Card_20015.png","","","","","","","","false","1127","239","592","593","1670","402","997","998","2254","577","1433","1436","","スプリットメモリー","81","Front small range","","0","","前方の敵を中心に範囲攻撃
前方の目標に衝撃波を加え、西瓜を見事に砕く","hoshimori/static/uploaded/c/skill/subaru_shifuku2.gif","9","9","Approx. 5 times","","","ウォーターメロン","","HP +2%","Everyone","","","","","","","",""
"384","1","normal","0","【Birthday '16】 Renge","【バースデー’16】蓮華","蓮華","8","★★★★","3"," 杖","4","Limited Gacha: June 26 Birthday Event Gacha","hoshimori/static/uploaded/c/icon/Card_80054_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_BirthDay2016_13_01.png","hoshimori/static/uploaded/c/art/Card_80054.png","hoshimori/static/uploaded/c/art/special/Card_fr_BirthDay2016_13_01.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_08_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_5.png","","false","1892","582","1020","640","3399","1273","2232","1400","3677","1455","2550","1600","","きゅんきゅん♪イチゴ","291","All directions large range","無視武器屬性","1","※判定は2回（1ヒット目と5ヒット目の直前）","敵の被ダメージ大幅UP＋多段攻撃
武器相性無視
こんなにイチゴのスイーツがあるなんて夢みたい♪","hoshimori/static/uploaded/c/skill/renge_birthday16.gif","10","10","Approx. 3 times x4 + approx. 5 times","Approx. 3.64 times x4 + approx. 5 times","","胸いっぱいの喜び","","Drop Retrieval Range +(S), Item Drops +1","Everyone","","Drop Retrieval Range +(M), Item Drops +1","Everyone","","","","",""
"929","1","normal","0","【Winter Date】 Kokomi (Anime Commemoration Reprint)","【冬デート】心美(ｱﾆﾒ記念復刻)","心美","14","★★★★","3"," 劍槍","5","Anime Airing Commemoration Gacha ","hoshimori/static/uploaded/c/icon/Card_149061_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_AnimeStart.png","hoshimori/static/uploaded/c/art/Card_149061.png","hoshimori/static/uploaded/c/art/special/Card_fr_AnimeStart.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_14_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_6.png","","false","1503","476","1014","1149","2862","1040","2220","2512","3220","1189","2535","2870","","ペンギン・マーチ","206","Enemy tracking small range","無視弱勢","2","","6回移動攻撃
苦手無視
ペンギンさんと一緒に、悪い敵をやっつけちゃいます！","hoshimori/static/uploaded/c/skill/kokomi_winterdate.gif","13","13","6 times x6","6.9 times x6","","ペンギンかわいいです","After 10 combo","Attack Power +6%, SP +12%","Gunblade, Hammer, Rod","After 5 combo","Attack Power +7%, SP +12%","Gunblade, Hammer, Rod","","","","",""
"333","1","normal","0","【f*f】 Kanon","【f*f】花音","花音","17","★★★★","3"," 雙槍","6","Permanent Gacha: 'Part 2 Story Gacha","hoshimori/static/uploaded/c/icon/Card_170047_s.png","","hoshimori/static/uploaded/c/art/Card_170047.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_17_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_7.png","","false","1165","604","980","750","2218","1314","2144","1639","2336","1500","2450","1999","","ハイエストボルテージ","328","Front medium range","無視弱勢","2","スキルダメージ100％アップ（秘密のレッスン前：5秒間、秘密のレッスン後：10秒間）","攻撃後、マヒ＋スキル強化（短）
苦手無視
ライブで高まる熱気と興奮がステージに稲妻を呼び込む","hoshimori/static/uploaded/c/skill/kanon_ff.gif","12","12","Approx. 16.5 times","Approx. 18.9 times","","ライブはこれからよ！","","Evade +1, Attack Power +5%","Everyone","","Evade +2, Attack Power +6%","Everyone","","","","",""
