"episode","stage_number","difficulty","i_difficulty","level","exp","coins","cheerpoint","drops","objectives"
"61","6","Easy","0","31","156","159","163","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"61","6","Normal","1","96","312","322","332","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"61","6","Hard","2","281","744","763","783","ガン・ピース
ロッド・ピース","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage without using skills"
"62","2","Easy","0","31","156","159","163","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"62","2","Normal","1","98","318","326","336","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"62","2","Hard","2","284","753","772","792","ソード・ピース
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"62","3","Easy","0","32","162","164","168","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"62","3","Normal","1","100","321","330","340","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"62","3","Hard","2","286","759","778","798","ソード・ピース
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"62","5","Easy","0","32","162","164","168","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"62","5","Normal","1","102","324","334","344","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"62","5","Hard","2","288","765","784","804","スピア・ピース
ガン・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"62","6","Easy","0","33","165","169","173","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"62","6","Normal","1","104","330","338","348","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"62","6","Hard","2","290","771","790","810","ハンマー・ピース
ロッド・ピース","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage without using skills"
"63","2","Easy","0","34","171","174","178","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"63","2","Normal","1","106","333","342","352","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"63","2","Hard","2","291","774","793","813","ソード・ピース
スピア・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"63","3","Easy","0","34","171","174","178","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"63","3","Normal","1","108","336","346","356","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"63","3","Hard","2","292","777","796","816","ガン・ピース
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"63","5","Easy","0","35","177","179","183","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"63","5","Normal","1","110","342","350","360","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"63","5","Hard","2","293","780","799","819","スピア・ピース
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"63","6","Easy","0","35","177","179","183","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"63","6","Normal","1","112","345","354","364","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"63","6","Hard","2","294","783","802","822","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage without using skills"
"64","2","Easy","0","36","180","184","188","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"64","2","Normal","1","114","348","358","368","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"64","2","Hard","2","296","789","808","828","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"64","3","Easy","0","37","186","189","193","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"64","3","Normal","1","116","354","362","372","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"64","3","Hard","2","298","795","814","834","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"64","5","Easy","0","38","192","194","198","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"64","5","Normal","1","120","360","370","380","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"64","5","Hard","2","300","801","820","840","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"64","7","Easy","0","40","201","210","220","","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"64","7","Normal","1","130","381","500","500","","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"64","7","Hard","2","320","861","880","900","","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage without using skills"
"65","2","Easy","0","38","190","194","198","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"65","2","Normal","1","120","360","370","380","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"65","2","Hard","2","291","774","793","813","ソード・ピース
スピア・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"65","3","Easy","0","39","195","199","203","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"65","3","Normal","1","122","366","374","384","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"65","3","Hard","2","292","777","796","816","ガン・ピース
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"65","5","Easy","0","40","201","204","208","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"65","5","Normal","1","124","369","378","388","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"65","5","Hard","2","294","783","802","822","スピア・ピース
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"65","6","Easy","0","41","204","206","210","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"65","6","Normal","1","126","372","382","392","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"65","6","Hard","2","296","789","808","828","ガン・ピース
ロッド・ピース","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage without using skills"
"66","2","Easy","0","41","204","206","210","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"66","2","Normal","1","128","378","386","396","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"66","2","Hard","2","298","795","814","834","ソード・ピース
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"66","3","Easy","0","42","204","208","212","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"66","3","Normal","1","130","381","390","400","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"66","3","Hard","2","300","801","820","840","ソード・ピース
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"66","5","Easy","0","42","204","208","212","ガン・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"66","5","Normal","1","132","384","394","404","ガン・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"66","5","Hard","2","302","807","826","846","ガン・ピース
スピア・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"66","6","Easy","0","43","207","210","214","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"66","6","Normal","1","134","390","398","408","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"66","6","Hard","2","303","810","829","849","ハンマー・ピース
ロッド・ピース","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage without using skills"
"67","2","Easy","0","44","210","212","216","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"67","2","Normal","1","136","396","406","416","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"67","2","Hard","2","304","813","832","852","ソード・ピース
スピア・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"67","3","Easy","0","44","210","212","216","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"67","3","Normal","1","138","399","408","418","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"67","3","Hard","2","305","816","835","855","ガン・ピース
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"67","5","Easy","0","45","210","214","218","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"67","5","Normal","1","140","402","410","420","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"67","5","Hard","2","306","819","838","858","スピア・ピース
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"67","6","Easy","0","45","210","214","218","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"67","6","Normal","1","142","405","414","424","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"67","6","Hard","2","307","822","841","861","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage without using skills"
"68","2","Easy","0","46","213","216","220","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"68","2","Normal","1","144","408","418","428","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"68","2","Hard","2","308","825","844","864","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"68","3","Easy","0","47","216","218","222","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"68","3","Normal","1","146","414","422","432","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"68","3","Hard","2","309","828","847","867","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"68","5","Easy","0","48","216","220","224","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"68","5","Normal","1","150","420","430","440","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"68","5","Hard","2","310","831","850","870","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"68","6","Easy","0","50","222","224","228","f*fのヘアピン
ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"68","6","Normal","1","160","441","450","460","f*fのヘアピン
ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"68","6","Hard","2","325","876","895","915","f*fのヘアピン
ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage within 150 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 50% FEVER"
"69","2","Easy","0","48","216","220","224","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"69","2","Normal","1","150","420","430","440","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"69","2","Hard","2","301","804","823","843","ソード・ピース
スピア・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"69","3","Easy","0","49","219","222","226","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"69","3","Normal","1","152","426","434","444","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"69","3","Hard","2","302","806","826","846","ガン・ピース
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"69","5","Easy","0","50","222","224","228","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"69","5","Normal","1","154","429","438","448","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"69","5","Hard","2","304","812","832","852","スピア・ピース
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"69","6","Easy","0","51","222","226","230","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"69","6","Normal","1","156","432","442","452","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"69","6","Hard","2","306","818","838","858","ガン・ピース
ロッド・ピース","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage without using skills"
"70","2","Easy","0","51","222","226","230","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"70","2","Normal","1","158","438","446","456","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"70","2","Hard","2","308","824","844","864","ソード・ピース
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"70","3","Easy","0","52","225","228","232","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"70","3","Normal","1","160","441","450","460","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"70","3","Hard","2","310","830","850","870","ソード・ピース
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"70","5","Easy","0","52","225","228","232","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"70","5","Normal","1","162","444","454","464","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"70","5","Hard","2","312","836","856","876","スピア・ピース
ガン・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"70","6","Easy","0","53","228","230","234","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"70","6","Normal","1","164","450","458","468","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"70","6","Hard","2","313","840","859","879","ハンマー・ピース
ロッド・ピース","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage without using skills"
"71","2","Easy","0","54","228","232","236","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"71","2","Normal","1","166","453","462","472","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"71","2","Hard","2","314","842","862","882","ソード・ピース
スピア・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"71","3","Easy","0","54","228","232","236","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"71","3","Normal","1","168","456","466","476","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"71","3","Hard","2","315","846","865","885","ガン・ピース
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"71","5","Easy","0","55","231","234","238","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"71","5","Normal","1","170","462","470","480","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"71","5","Hard","2","316","849","868","888","スピア・ピース
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"71","6","Easy","0","55","231","234","238","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"71","6","Normal","1","172","665","474","484","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"71","6","Hard","2","317","852","871","891","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage without using skills"
"72","2","Easy","0","56","234","236","240","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"72","2","Normal","1","174","468","478","488","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"72","2","Hard","2","318","855","874","894","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"72","3","Easy","0","57","234","238","242","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"72","3","Normal","1","176","474","482","492","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"72","3","Hard","2","319","858","877","897","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"72","5","Easy","0","58","237","240","244","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"72","5","Normal","1","180","480","490","500","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"72","5","Hard","2","320","860","880","900","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"72","6","Easy","0","60","240","244","248","ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"72","6","Normal","1","190","501","510","520","ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"72","6","Hard","2","330","891","910","930","ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage within 150 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 50% FEVER"
"73","2","Easy","0","58","237","273","244","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"73","2","Normal","1","180","480","490","500","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"73","2","Hard","2","311","834","853","873","ソード・ピース
スピア・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"73","3","Easy","0","59","240","279","246","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"73","3","Normal","1","182","486","494","504","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"73","3","Hard","2","312","837","856","876","ガン・ピース
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"73","5","Easy","0","60","240","277","248","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"73","5","Normal","1","184","489","498","508","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"73","5","Hard","2","313","840","859","879","スピア・ピース
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"73","6","Easy","0","61","243","280","250","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"73","6","Normal","1","186","492","502","512","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"73","6","Hard","2","315","846","865","885","ガン・ピース
ロッド・ピース","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"74","2","Easy","0","61","243","280","250","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"74","2","Normal","1","188","498","506","516","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"74","2","Hard","2","316","849","868","888","ソード・ピース
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"74","3","Easy","0","62","246","283","252","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"74","3","Normal","1","190","501","510","520","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"74","3","Hard","2","318","855","874","894","ソード・ピース
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"74","5","Easy","0","62","246","278","252","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"74","5","Normal","1","192","504","514","524","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"74","5","Hard","2","319","858","877","897","スピア・ピース
ガン・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"74","6","Easy","0","63","246","291","254","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"74","6","Normal","1","194","510","518","528","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"74","6","Hard","2","320","861","880","900","ハンマー・ピース
ロッド・ピース","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage without using skills"
"75","2","Easy","0","64","249","288","256","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"75","2","Normal","1","196","513","522","532","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"75","2","Hard","2","321","864","883","903","ソード・ピース
スピア・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"75","3","Easy","0","64","249","289","256","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"75","3","Normal","1","198","516","526","536","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"75","3","Hard","2","321","864","883","903","ガン・ピース
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"75","5","Easy","0","65","252","306","258","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"75","5","Normal","1","199","519","528","538","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"75","5","Hard","2","322","867","886","906","スピア・ピース
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"75","6","Easy","0","70","261","278","268","","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage with Kanon as a team member"
